Commodity,country,Total_Value,rank
ALUMINIUM AND ARTICLES THEREOF.,MACAO,,130
ALUMINIUM AND ARTICLES THEREOF.,MARSHALL ISLAND,,130
ALUMINIUM AND ARTICLES THEREOF.,GREENLAND,,130
ALUMINIUM AND ARTICLES THEREOF.,ERITREA,,130
ALUMINIUM AND ARTICLES THEREOF.,KOREA DP RP,,130
ALUMINIUM AND ARTICLES THEREOF.,SOUTH SUDAN,,130
ALUMINIUM AND ARTICLES THEREOF.,BERMUDA,,130
ALUMINIUM AND ARTICLES THEREOF.,ANDORRA,,130
ALUMINIUM AND ARTICLES THEREOF.,SOLOMON IS,,130
ALUMINIUM AND ARTICLES THEREOF.,MOLDOVA,,130
ALUMINIUM AND ARTICLES THEREOF.,DOMINICA,,130
ALUMINIUM AND ARTICLES THEREOF.,NORFOLK IS,,130
ALUMINIUM AND ARTICLES THEREOF.,AMERI SAMOA,,130
ALUMINIUM AND ARTICLES THEREOF.,FR POLYNESIA,,130
ALUMINIUM AND ARTICLES THEREOF.,GUADELOUPE,,130
